"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 08 03:34:22 GMT 2024","Fri Nov 08 03:34:24 GMT 2024","1350","Web Interface Test","Checkout","Data Validation","","","Verify data product are accurate in checkout process","This test product information matched between cart and checkout pages."
"passed","Fri Nov 08 03:34:18 GMT 2024","Fri Nov 08 03:34:19 GMT 2024","1061","Web Interface Test","Cart","Functionality","","","Verify removing product from cart at cart page","This test functionality remove products from cart at cart page."
"passed","Fri Nov 08 03:34:34 GMT 2024","Fri Nov 08 03:34:35 GMT 2024","648","Web Interface Test","Login","Error Handling","","","Verify error message for checkout-overview inventory page without login","This test error message visibility access checkout-overview page without Login."
"passed","Fri Nov 08 03:34:24 GMT 2024","Fri Nov 08 03:34:25 GMT 2024","1460","Web Interface Test","Checkout","Error Handling","","","Verify error message for blank fields","This test error message visibility when fill blank at checkout information fields."
"passed","Fri Nov 08 03:34:29 GMT 2024","Fri Nov 08 03:34:30 GMT 2024","696","Web Interface Test","Login","Error Handling","","","Verify error message for blank username field","This test error message visibility when login with blank username field."
"passed","Fri Nov 08 03:34:35 GMT 2024","Fri Nov 08 03:34:36 GMT 2024","996","Web Interface Test","Product","Functionality","","","Verify Inventory Page and Inventory Item Page","This test visibility inventory page and inventory item page."
"passed","Fri Nov 08 03:34:26 GMT 2024","Fri Nov 08 03:34:27 GMT 2024","1018","Web Interface Test","Login","Functionality","","","Verify login process with valid credentials","This test functionality login with valid credentials."
"passed","Fri Nov 08 03:34:13 GMT 2024","Fri Nov 08 03:34:15 GMT 2024","2122","Web Interface Test","Cart","Functionality","","","Verify Cart Page","This test visibility cart page."
"passed","Fri Nov 08 03:34:25 GMT 2024","Fri Nov 08 03:34:26 GMT 2024","626","Web Interface Test","Login","Functionality","","","Verify Login Page","This test visibility login page."
"passed","Fri Nov 08 03:34:21 GMT 2024","Fri Nov 08 03:34:22 GMT 2024","1341","Web Interface Test","Checkout","Functionality","","","Verify Checkout Page","This test visibility checkout pages."
"passed","Fri Nov 08 03:34:31 GMT 2024","Fri Nov 08 03:34:32 GMT 2024","615","Web Interface Test","Login","Error Handling","","","Verify error message for cart page without login","This test error message visibility access cart page without Login."
"passed","Fri Nov 08 03:34:33 GMT 2024","Fri Nov 08 03:34:33 GMT 2024","661","Web Interface Test","Login","Error Handling","","","Verify error message for access inventory-item page without login","This test error message visibility access inventory-item page without Login."
"passed","Fri Nov 08 03:34:37 GMT 2024","Fri Nov 08 03:34:38 GMT 2024","998","Web Interface Test","Product","Data Validation","","","Verify product information match across pages","This test information matched between product listing and product detail."
"passed","Fri Nov 08 03:34:30 GMT 2024","Fri Nov 08 03:34:31 GMT 2024","820","Web Interface Test","Login","Error Handling","","","Verify error message for incorrect password","This test error message visibility when login with incorrect password."
"passed","Fri Nov 08 03:34:32 GMT 2024","Fri Nov 08 03:34:33 GMT 2024","722","Web Interface Test","Login","Error Handling","","","Verify error message for access inventory page without login","This test error message visibility access inventory page without Login."
"passed","Fri Nov 08 03:34:33 GMT 2024","Fri Nov 08 03:34:34 GMT 2024","643","Web Interface Test","Login","Error Handling","","","Verify error message for checkout-information page without login","This test error message visibility access checkout-information page without Login."
"passed","Fri Nov 08 03:34:35 GMT 2024","Fri Nov 08 03:34:35 GMT 2024","664","Web Interface Test","Login","Error Handling","","","Verify error message for checkout-complete inventory page without login","This test error message visibility access checkout-complete page without Login."
"passed","Fri Nov 08 03:34:36 GMT 2024","Fri Nov 08 03:34:37 GMT 2024","1091","Web Interface Test","Product","Functionality","","","Verify sort product function by names and prices","This test feature sorting product on inventory page."
"passed","Fri Nov 08 03:34:16 GMT 2024","Fri Nov 08 03:34:17 GMT 2024","1046","Web Interface Test","Cart","Functionality","","","Verify adding product to cart at inventory-item page","This test functionality add products to cart at inventory-item page."
"passed","Fri Nov 08 03:34:27 GMT 2024","Fri Nov 08 03:34:29 GMT 2024","1983","Web Interface Test","Login","Functionality","","","Verify logout process","This test functionality logout."
"passed","Fri Nov 08 03:34:15 GMT 2024","Fri Nov 08 03:34:16 GMT 2024","992","Web Interface Test","Cart","Functionality","","","Verify adding product to cart at inventory page","This test functionality add products to cart at inventory page."
"passed","Fri Nov 08 03:34:30 GMT 2024","Fri Nov 08 03:34:30 GMT 2024","781","Web Interface Test","Login","Error Handling","","","Verify error message for blank password field","This test error message visibility when login with blank password field."
"passed","Fri Nov 08 03:34:19 GMT 2024","Fri Nov 08 03:34:20 GMT 2024","1196","Web Interface Test","Cart","Functionality","","","Verify removing product from cart at inventory page","This test functionality remove products from cart at inventory page."
"passed","Fri Nov 08 03:34:20 GMT 2024","Fri Nov 08 03:34:21 GMT 2024","1272","Web Interface Test","Cart","Functionality","","","Verify removing product from cart at inventory-item page","This test functionality remove products from cart at inventory-item page."
